dapil,partai,agama
calon-legislatif-dprd-provinsi-daerah-pemilihan-sulawesi-tenggara-6,PARTAI HATI NURANI RAKYAT,Islam
calon-legislatif-dprd-provinsi-daerah-pemilihan-sulawesi-utara-1,PARTAI GERAKAN INDONESIA RAYA,Kristen Protestan
calon-legislatif-dprd-provinsi-daerah-pemilihan-sulawesi-utara-2,PARTAI DEMOKRASI INDONESIA PERJUANGAN,Katolik
calon-legislatif-dprd-provinsi-daerah-pemilihan-sumatera-barat-5,PARTAI GOLONGAN KARYA,Islam
calon-legislatif-dprd-provinsi-daerah-pemilihan-sumatera-barat-6,PARTAI KEBANGKITAN BANGSA,Islam
calon-legislatif-dprd-provinsi-daerah-pemilihan-sumatera-barat-7,PARTAI KEBANGKITAN BANGSA,Islam
calon-legislatif-dprd-provinsi-daerah-pemilihan-sumatera-selatan-1,PARTAI PERSATUAN PEMBANGUNAN,Islam
bandung-barat,PARTAI DEMOKRAT,-
bireuen,PARTAI DAERAH ACEH,-
calon-legislatif-dprd-provinsi-daerah-pemilihan-dki-jakarta-3,PARTAI DEMOKRASI INDONESIA PERJUANGAN,-
calon-legislatif-dprd-provinsi-daerah-pemilihan-dki-jakarta-9,PARTAI BERKARYA,-
calon-legislatif-dprd-provinsi-daerah-pemilihan-jawa-barat-12,PARTAI GOLONGAN KARYA,-
calon-legislatif-dprd-provinsi-daerah-pemilihan-riau-6,PARTAI DEMOKRAT,-
kota-tebing-tinggi,PARTAI DEMOKRASI INDONESIA PERJUANGAN,Islam
kupang,PARTAI BERKARYA,Katolik
majalengka,PARTAI PERSATUAN PEMBANGUNAN,Islam
manggarai,PARTAI GOLONGAN KARYA,Islam
manggarai-timur,PARTAI DEMOKRASI INDONESIA PERJUANGAN,Islam
manggarai-timur,PARTAI GOLONGAN KARYA,Kristen Protestan
manggarai-timur,PARTAI KEBANGKITAN BANGSA,Islam
ngada,PARTAI AMANAT NASIONAL,Islam
sikka,PERSATUAN INDONESIA,Islam
subang,PARTAI SOLIDARITAS INDONESIA,Kristen Protestan
wajo,PARTAI AMANAT NASIONAL,Islam
calon-legislatif-dprd-provinsi-daerah-pemilihan-gorontalo-2,PARTAI AMANAT NASIONAL,Islam
calon-legislatif-dprd-provinsi-daerah-pemilihan-jambi-3,PARTAI GOLONGAN KARYA,Islam
calon-legislatif-dprd-provinsi-daerah-pemilihan-jambi-6,PARTAI GOLONGAN KARYA,Islam
calon-legislatif-dprd-provinsi-daerah-pemilihan-jawa-tengah-9,PARTAI KEADILAN SEJAHTERA,Islam
calon-legislatif-dprd-provinsi-daerah-pemilihan-kalimantan-barat-7,PARTAI SOLIDARITAS INDONESIA,Katolik
calon-legislatif-dprd-provinsi-daerah-pemilihan-kalimantan-timur-5,PARTAI AMANAT NASIONAL,Islam
calon-legislatif-dprd-provinsi-daerah-pemilihan-kalimantan-utara-1,PERSATUAN INDONESIA,Lainnya
calon-legislatif-dprd-provinsi-daerah-pemilihan-lampung-8,PARTAI KEBANGKITAN BANGSA,Islam
calon-legislatif-dprd-provinsi-daerah-pemilihan-nusa-tenggara-timur-1,PERSATUAN INDONESIA,Kristen Protestan
calon-legislatif-dprd-provinsi-daerah-pemilihan-riau-3,PARTAI KEADILAN SEJAHTERA,Islam
calon-legislatif-dprd-provinsi-daerah-pemilihan-sulawesi-selatan-10,PARTAI AMANAT NASIONAL,Kristen Protestan
calon-legislatif-dprd-provinsi-daerah-pemilihan-sulawesi-tengah-4,PARTAI DEMOKRAT,Islam
calon-legislatif-dprd-provinsi-daerah-pemilihan-sulawesi-utara-3,PARTAI DEMOKRAT,Kristen Protestan
deli-serdang,PARTAI AMANAT NASIONAL,-
serdang-bedagai,PARTAI DEMOKRAT,-
calon-legislatif-dprd-provinsi-daerah-pemilihan-bengkulu-7,PARTAI HATI NURANI RAKYAT,-
calon-legislatif-dprd-provinsi-daerah-pemilihan-jawa-timur-11,PARTAI PERSATUAN PEMBANGUNAN,-
calon-legislatif-dprd-provinsi-daerah-pemilihan-jawa-timur-9,PARTAI HATI NURANI RAKYAT,-
calon-legislatif-dprd-provinsi-daerah-pemilihan-kalimantan-timur-3,PARTAI GERAKAN INDONESIA RAYA,-
calon-legislatif-dprd-provinsi-daerah-pemilihan-kalimantan-utara-2,PARTAI DEMOKRASI INDONESIA PERJUANGAN,-
calon-legislatif-dprd-provinsi-daerah-pemilihan-maluku-4,PARTAI DEMOKRASI INDONESIA PERJUANGAN,-
calon-legislatif-dprd-provinsi-daerah-pemilihan-nusa-tenggara-timur-7,PARTAI GERAKAN PERUBAHAN INDONESIA,-
cianjur,PERSATUAN INDONESIA,Islam
cianjur,PARTAI SOLIDARITAS INDONESIA,Kristen Protestan
kota-sabang,PARTAI DEMOKRASI INDONESIA PERJUANGAN,Islam
kupang,PARTAI GERAKAN INDONESIA RAYA,Kristen Protestan
majalengka,PARTAI BERKARYA,Islam
sumba-barat,PERSATUAN INDONESIA,Islam
calon-legislatif-dprd-provinsi-daerah-pemilihan-daerah-istimewa-yogyakarta-1,PARTAI NASDEM,Kristen Protestan
calon-legislatif-dprd-provinsi-daerah-pemilihan-gorontalo-5,PARTAI DEMOKRASI INDONESIA PERJUANGAN,Kristen Protestan
calon-legislatif-dprd-provinsi-daerah-pemilihan-jambi-5,PARTAI DEMOKRAT,Kristen Protestan
calon-legislatif-dprd-provinsi-daerah-pemilihan-jawa-barat-12,PERSATUAN INDONESIA,Islam
calon-legislatif-dprd-provinsi-daerah-pemilihan-jawa-timur-11,PARTAI GERAKAN INDONESIA RAYA,Islam
calon-legislatif-dprd-provinsi-daerah-pemilihan-jawa-timur-4,PARTAI DEMOKRASI INDONESIA PERJUANGAN,Islam
calon-legislatif-dprd-provinsi-daerah-pemilihan-kalimantan-barat-1,PARTAI SOLIDARITAS INDONESIA,Islam
calon-legislatif-dprd-provinsi-daerah-pemilihan-kalimantan-utara-3,PARTAI KEADILAN SEJAHTERA,Islam
calon-legislatif-dprd-provinsi-daerah-pemilihan-nusa-tenggara-barat-5,PARTAI AMANAT NASIONAL,Islam
calon-legislatif-dprd-provinsi-daerah-pemilihan-nusa-tenggara-timur-5,PARTAI SOLIDARITAS INDONESIA,Islam
calon-legislatif-dprd-provinsi-daerah-pemilihan-riau-2,PARTAI DEMOKRASI INDONESIA PERJUANGAN,Islam
calon-legislatif-dprd-provinsi-daerah-pemilihan-riau-5,PARTAI AMANAT NASIONAL,Islam
calon-legislatif-dprd-provinsi-daerah-pemilihan-sulawesi-selatan-3,PARTAI GERAKAN PERUBAHAN INDONESIA,Islam
calon-legislatif-dprd-provinsi-daerah-pemilihan-sulawesi-tenggara-3,PARTAI GERAKAN INDONESIA RAYA,Islam
calon-legislatif-dprd-provinsi-daerah-pemilihan-sulawesi-tenggara-3,PARTAI KEADILAN SEJAHTERA,Islam
calon-legislatif-dprd-provinsi-daerah-pemilihan-sulawesi-utara-1,PARTAI KEBANGKITAN BANGSA,Islam
calon-legislatif-dprd-provinsi-daerah-pemilihan-sulawesi-utara-1,PARTAI NASDEM,Katolik
calon-legislatif-dprd-provinsi-daerah-pemilihan-sulawesi-utara-3,PARTAI NASDEM,Katolik
cianjur,PARTAI NASDEM,-
calon-legislatif-dprd-provinsi-daerah-pemilihan-aceh-7,PARTAI SIRA,-
calon-legislatif-dprd-provinsi-daerah-pemilihan-aceh-8,PARTAI NANGGROE ACEH,-
calon-legislatif-dprd-provinsi-daerah-pemilihan-jawa-barat-2,PARTAI SOLIDARITAS INDONESIA,-
calon-legislatif-dprd-provinsi-daerah-pemilihan-jawa-timur-6,PARTAI HATI NURANI RAKYAT,-
calon-legislatif-dprd-provinsi-daerah-pemilihan-kalimantan-selatan-7,PARTAI GERAKAN INDONESIA RAYA,-
calon-legislatif-dprd-provinsi-daerah-pemilihan-kepulauan-riau-7,PARTAI DEMOKRASI INDONESIA PERJUANGAN,-
calon-legislatif-dprd-provinsi-daerah-pemilihan-lampung-3,PARTAI GERAKAN INDONESIA RAYA,-
calon-legislatif-dprd-provinsi-daerah-pemilihan-riau-6,PARTAI KEBANGKITAN BANGSA,-
calon-legislatif-dprd-provinsi-daerah-pemilihan-sulawesi-barat-3,PARTAI AMANAT NASIONAL,-
calon-legislatif-dprd-provinsi-daerah-pemilihan-sulawesi-utara-1,PARTAI AMANAT NASIONAL,-
calon-legislatif-dprd-provinsi-daerah-pemilihan-sumatera-barat-1,PARTAI BERKARYA,-
bekasi,PERSATUAN INDONESIA,Kristen Protestan
cirebon,PARTAI NASDEM,Islam
kota-tebing-tinggi,PARTAI SOLIDARITAS INDONESIA,Katolik
calon-legislatif-dprd-provinsi-daerah-pemilihan-aceh-9,PARTAI DEMOKRAT,Islam
calon-legislatif-dprd-provinsi-daerah-pemilihan-dki-jakarta-3,PARTAI DEMOKRASI INDONESIA PERJUANGAN,Budha
calon-legislatif-dprd-provinsi-daerah-pemilihan-dki-jakarta-9,PARTAI GERAKAN PERUBAHAN INDONESIA,Islam
calon-legislatif-dprd-provinsi-daerah-pemilihan-dki-jakarta-9,PARTAI SOLIDARITAS INDONESIA,Katolik
calon-legislatif-dprd-provinsi-daerah-pemilihan-jambi-1,PERSATUAN INDONESIA,Islam
calon-legislatif-dprd-provinsi-daerah-pemilihan-kalimantan-tengah-3,PERSATUAN INDONESIA,Islam
calon-legislatif-dprd-provinsi-daerah-pemilihan-kalimantan-tengah-4,PARTAI DEMOKRASI INDONESIA PERJUANGAN,Islam
calon-legislatif-dprd-provinsi-daerah-pemilihan-kalimantan-timur-1,PERSATUAN INDONESIA,Kristen Protestan
calon-legislatif-dprd-provinsi-daerah-pemilihan-kalimantan-timur-2,PARTAI AMANAT NASIONAL,Islam
calon-legislatif-dprd-provinsi-daerah-pemilihan-kalimantan-timur-6,PARTAI BERKARYA,Kristen Protestan
calon-legislatif-dprd-provinsi-daerah-pemilihan-lampung-5,PARTAI SOLIDARITAS INDONESIA,Islam
calon-legislatif-dprd-provinsi-daerah-pemilihan-maluku-2,PARTAI DEMOKRAT,Islam
calon-legislatif-dprd-provinsi-daerah-pemilihan-maluku-6,PARTAI HATI NURANI RAKYAT,Katolik
calon-legislatif-dprd-provinsi-daerah-pemilihan-nusa-tenggara-barat-7,PARTAI AMANAT NASIONAL,Islam
calon-legislatif-dprd-provinsi-daerah-pemilihan-nusa-tenggara-timur-1,PARTAI AMANAT NASIONAL,Islam
calon-legislatif-dprd-provinsi-daerah-pemilihan-nusa-tenggara-timur-1,PARTAI GERAKAN PERUBAHAN INDONESIA,Islam
calon-legislatif-dprd-provinsi-daerah-pemilihan-nusa-tenggara-timur-7,PARTAI GERAKAN PERUBAHAN INDONESIA,Katolik
calon-legislatif-dprd-provinsi-daerah-pemilihan-sulawesi-tengah-1,PERSATUAN INDONESIA,Islam
calon-legislatif-dprd-provinsi-daerah-pemilihan-sulawesi-utara-4,PARTAI BERKARYA,Kristen Protestan
calon-legislatif-dprd-provinsi-daerah-pemilihan-sumatera-barat-6,PARTAI KEADILAN SEJAHTERA,Islam
ngada,PARTAI KEADILAN DAN PERSATUAN INDONESIA,-
sumba-barat-daya,PARTAI DEMOKRAT,-
wajo,PARTAI PERSATUAN PEMBANGUNAN,-
calon-legislatif-dprd-provinsi-daerah-pemilihan-dki-jakarta-6,PARTAI NASDEM,-
calon-legislatif-dprd-provinsi-daerah-pemilihan-dki-jakarta-9,PERSATUAN INDONESIA,-
calon-legislatif-dprd-provinsi-daerah-pemilihan-jawa-barat-5,PARTAI HATI NURANI RAKYAT,-
calon-legislatif-dprd-provinsi-daerah-pemilihan-kalimantan-tengah-5,PARTAI DEMOKRAT,-
calon-legislatif-dprd-provinsi-daerah-pemilihan-kalimantan-timur-3,PARTAI HATI NURANI RAKYAT,-
calon-legislatif-dprd-provinsi-daerah-pemilihan-maluku-4,PARTAI KEADILAN DAN PERSATUAN INDONESIA,-
calon-legislatif-dprd-provinsi-daerah-pemilihan-maluku-5,PARTAI GERAKAN INDONESIA RAYA,-
calon-legislatif-dprd-provinsi-daerah-pemilihan-papua-barat-5,PARTAI NASDEM,-
calon-legislatif-dprd-provinsi-daerah-pemilihan-sulawesi-selatan-5,PARTAI DEMOKRAT,-
calon-legislatif-dprd-provinsi-daerah-pemilihan-sumatera-barat-2,PARTAI DEMOKRASI INDONESIA PERJUANGAN,-
ende,PARTAI KEBANGKITAN BANGSA,Islam
karawang,PARTAI GOLONGAN KARYA,Islam
kota-kupang,PARTAI KEADILAN DAN PERSATUAN INDONESIA,Kristen Protestan
manggarai-timur,PARTAI NASDEM,Islam
ngada,PARTAI KEBANGKITAN BANGSA,Katolik
sabu-raijua,PARTAI GERAKAN INDONESIA RAYA,Kristen Protestan
sikka,PARTAI GERAKAN INDONESIA RAYA,Kristen Protestan
sumba-barat-daya,PARTAI HATI NURANI RAKYAT,Katolik
sumba-tengah,PARTAI KEADILAN SEJAHTERA,Islam
calon-legislatif-dprd-provinsi-daerah-pemilihan-bali-2,PERSATUAN INDONESIA,Hindu
calon-legislatif-dprd-provinsi-daerah-pemilihan-bengkulu-1,PARTAI SOLIDARITAS INDONESIA,Islam
calon-legislatif-dprd-provinsi-daerah-pemilihan-bengkulu-2,PARTAI NASDEM,Islam
calon-legislatif-dprd-provinsi-daerah-pemilihan-dki-jakarta-10,PARTAI AMANAT NASIONAL,Islam
calon-legislatif-dprd-provinsi-daerah-pemilihan-jawa-barat-3,PERSATUAN INDONESIA,Islam
calon-legislatif-dprd-provinsi-daerah-pemilihan-jawa-tengah-1,PARTAI GERAKAN PERUBAHAN INDONESIA,Islam
calon-legislatif-dprd-provinsi-daerah-pemilihan-kalimantan-barat-8,PARTAI SOLIDARITAS INDONESIA,Islam
calon-legislatif-dprd-provinsi-daerah-pemilihan-maluku-5,PARTAI KEADILAN SEJAHTERA,Islam
calon-legislatif-dprd-provinsi-daerah-pemilihan-maluku-utara-4,PARTAI GERAKAN PERUBAHAN INDONESIA,Islam
calon-legislatif-dprd-provinsi-daerah-pemilihan-nusa-tenggara-timur-4,PERSATUAN INDONESIA,Islam
kota-bekasi,PARTAI KEADILAN SEJAHTERA,-
sumedang,PARTAI GOLONGAN KARYA,-
calon-legislatif-dprd-provinsi-daerah-pemilihan-aceh-10,PARTAI GERAKAN PERUBAHAN INDONESIA,Islam
calon-legislatif-dprd-provinsi-daerah-pemilihan-dki-jakarta-6,PARTAI SOLIDARITAS INDONESIA,-
calon-legislatif-dprd-provinsi-daerah-pemilihan-gorontalo-5,PARTAI NASDEM,-
calon-legislatif-dprd-provinsi-daerah-pemilihan-gorontalo-6,PARTAI HATI NURANI RAKYAT,-
calon-legislatif-dprd-provinsi-daerah-pemilihan-kepulauan-riau-4,PARTAI HATI NURANI RAKYAT,-
calon-legislatif-dprd-provinsi-daerah-pemilihan-papua-3,PARTAI NASDEM,-
calon-legislatif-dprd-provinsi-daerah-pemilihan-papua-barat-1,PARTAI GERAKAN INDONESIA RAYA,Islam
calon-legislatif-dprd-provinsi-daerah-pemilihan-sulawesi-selatan-8,PARTAI BULAN BINTANG,-
calon-legislatif-dprd-provinsi-daerah-pemilihan-sumatera-barat-8,PARTAI DEMOKRASI INDONESIA PERJUANGAN,-
bandung-barat,PARTAI NASDEM,Islam
bekasi,PARTAI NASDEM,Kristen Protestan
kota-kupang,PARTAI GOLONGAN KARYA,Islam
kota-tebing-tinggi,PARTAI BERKARYA,Kristen Protestan
sukabumi,PARTAI BULAN BINTANG,Islam
sumba-barat,PARTAI KEADILAN SEJAHTERA,Kristen Protestan
sumba-timur,PARTAI KEADILAN SEJAHTERA,Kristen Protestan
calon-legislatif-dprd-provinsi-daerah-pemilihan-bali-2,PARTAI NASDEM,Hindu
calon-legislatif-dprd-provinsi-daerah-pemilihan-bali-7,PARTAI HATI NURANI RAKYAT,Hindu
calon-legislatif-dprd-provinsi-daerah-pemilihan-banten-5,PERSATUAN INDONESIA,Kristen Protestan
calon-legislatif-dprd-provinsi-daerah-pemilihan-daerah-istimewa-yogyakarta-5,PARTAI KEBANGKITAN BANGSA,Islam
calon-legislatif-dprd-provinsi-daerah-pemilihan-dki-jakarta-7,PARTAI DEMOKRAT,Kristen Protestan
calon-legislatif-dprd-provinsi-daerah-pemilihan-jawa-tengah-8,PARTAI AMANAT NASIONAL,Islam
calon-legislatif-dprd-provinsi-daerah-pemilihan-jawa-tengah-9,PERSATUAN INDONESIA,Kristen Protestan
calon-legislatif-dprd-provinsi-daerah-pemilihan-kalimantan-barat-4,PARTAI AMANAT NASIONAL,Islam
calon-legislatif-dprd-provinsi-daerah-pemilihan-kalimantan-selatan-3,PARTAI GOLONGAN KARYA,Islam
calon-legislatif-dprd-provinsi-daerah-pemilihan-kalimantan-tengah-5,PARTAI BULAN BINTANG,Islam
calon-legislatif-dprd-provinsi-daerah-pemilihan-kepulauan-riau-4,PARTAI SOLIDARITAS INDONESIA,Budha
calon-legislatif-dprd-provinsi-daerah-pemilihan-lampung-1,PARTAI KEADILAN SEJAHTERA,Islam
calon-legislatif-dprd-provinsi-daerah-pemilihan-lampung-3,PARTAI DEMOKRASI INDONESIA PERJUANGAN,Islam
calon-legislatif-dprd-provinsi-daerah-pemilihan-papua-4,PARTAI KEBANGKITAN BANGSA,Islam
calon-legislatif-dprd-provinsi-daerah-pemilihan-papua-7,PARTAI DEMOKRAT,Islam
calon-legislatif-dprd-provinsi-daerah-pemilihan-sumatera-selatan-2,PARTAI DEMOKRASI INDONESIA PERJUANGAN,Islam
kota-bogor,PARTAI GERAKAN PERUBAHAN INDONESIA,-
sabu-raijua,PARTAI HATI NURANI RAKYAT,-
sukabumi,PARTAI DEMOKRAT,-
calon-legislatif-dprd-provinsi-daerah-pemilihan-dki-jakarta-8,PARTAI GERAKAN INDONESIA RAYA,-
calon-legislatif-dprd-provinsi-daerah-pemilihan-gorontalo-2,PARTAI GOLONGAN KARYA,-
calon-legislatif-dprd-provinsi-daerah-pemilihan-gorontalo-3,PARTAI BULAN BINTANG,-
calon-legislatif-dprd-provinsi-daerah-pemilihan-jawa-barat-8,PARTAI DEMOKRASI INDONESIA PERJUANGAN,-
calon-legislatif-dprd-provinsi-daerah-pemilihan-jawa-tengah-4,PARTAI PERSATUAN PEMBANGUNAN,-
calon-legislatif-dprd-provinsi-daerah-pemilihan-jawa-tengah-9,PARTAI DEMOKRASI INDONESIA PERJUANGAN,-
calon-legislatif-dprd-provinsi-daerah-pemilihan-kalimantan-selatan-6,PARTAI HATI NURANI RAKYAT,-
calon-legislatif-dprd-provinsi-daerah-pemilihan-kalimantan-tengah-4,PARTAI DEMOKRAT,-
calon-legislatif-dprd-provinsi-daerah-pemilihan-nusa-tenggara-barat-2,PARTAI SOLIDARITAS INDONESIA,-
calon-legislatif-dprd-provinsi-daerah-pemilihan-nusa-tenggara-barat-6,PARTAI BULAN BINTANG,-
calon-legislatif-dprd-provinsi-daerah-pemilihan-papua-4,PARTAI SOLIDARITAS INDONESIA,-
calon-legislatif-dprd-provinsi-daerah-pemilihan-riau-6,PARTAI BERKARYA,-
calon-legislatif-dprd-provinsi-daerah-pemilihan-sulawesi-selatan-2,PARTAI HATI NURANI RAKYAT,-
calon-legislatif-dprd-provinsi-daerah-pemilihan-sulawesi-selatan-9,PARTAI PERSATUAN PEMBANGUNAN,-
ende,PARTAI BULAN BINTANG,Kristen Protestan
manggarai-barat,PARTAI KEBANGKITAN BANGSA,Katolik
calon-legislatif-dprd-provinsi-daerah-pemilihan-aceh-1,PARTAI GERAKAN INDONESIA RAYA,Islam
calon-legislatif-dprd-provinsi-daerah-pemilihan-aceh-9,PARTAI SOLIDARITAS INDONESIA,Islam
calon-legislatif-dprd-provinsi-daerah-pemilihan-bali-1,PARTAI BERKARYA,Hindu
calon-legislatif-dprd-provinsi-daerah-pemilihan-bali-3,PARTAI DEMOKRAT,Hindu
calon-legislatif-dprd-provinsi-daerah-pemilihan-banten-10,PARTAI GOLONGAN KARYA,Islam
calon-legislatif-dprd-provinsi-daerah-pemilihan-banten-5,PARTAI DEMOKRASI INDONESIA PERJUANGAN,Budha
calon-legislatif-dprd-provinsi-daerah-pemilihan-banten-7,PARTAI DEMOKRASI INDONESIA PERJUANGAN,Islam
calon-legislatif-dprd-provinsi-daerah-pemilihan-daerah-istimewa-yogyakarta-5,PARTAI KEADILAN SEJAHTERA,Islam
calon-legislatif-dprd-provinsi-daerah-pemilihan-jambi-1,PARTAI DEMOKRASI INDONESIA PERJUANGAN,Kristen Protestan
calon-legislatif-dprd-provinsi-daerah-pemilihan-jawa-barat-15,PARTAI KEADILAN DAN PERSATUAN INDONESIA,Islam
calon-legislatif-dprd-provinsi-daerah-pemilihan-jawa-tengah-4,PARTAI BULAN BINTANG,Islam
calon-legislatif-dprd-provinsi-daerah-pemilihan-kalimantan-barat-1,PARTAI HATI NURANI RAKYAT,Lainnya
calon-legislatif-dprd-provinsi-daerah-pemilihan-kalimantan-barat-3,PARTAI HATI NURANI RAKYAT,Katolik
calon-legislatif-dprd-provinsi-daerah-pemilihan-kalimantan-tengah-2,PARTAI NASDEM,Islam
calon-legislatif-dprd-provinsi-daerah-pemilihan-kalimantan-timur-1,PARTAI KEBANGKITAN BANGSA,Islam
calon-legislatif-dprd-provinsi-daerah-pemilihan-kalimantan-timur-4,PARTAI NASDEM,Islam
calon-legislatif-dprd-provinsi-daerah-pemilihan-kalimantan-utara-4,PARTAI BULAN BINTANG,Islam
calon-legislatif-dprd-provinsi-daerah-pemilihan-kepulauan-riau-6,PARTAI KEADILAN SEJAHTERA,Islam
calon-legislatif-dprd-provinsi-daerah-pemilihan-lampung-1,PARTAI NASDEM,Islam
calon-legislatif-dprd-provinsi-daerah-pemilihan-maluku-utara-1,PARTAI DEMOKRAT,Islam
calon-legislatif-dprd-provinsi-daerah-pemilihan-maluku-utara-2,PARTAI BERKARYA,Islam
calon-legislatif-dprd-provinsi-daerah-pemilihan-nusa-tenggara-barat-8,PARTAI KEADILAN SEJAHTERA,Islam
calon-legislatif-dprd-provinsi-daerah-pemilihan-nusa-tenggara-timur-5,PARTAI KEBANGKITAN BANGSA,Kristen Protestan
calon-legislatif-dprd-provinsi-daerah-pemilihan-papua-6,PARTAI GOLONGAN KARYA,Katolik
calon-legislatif-dprd-provinsi-daerah-pemilihan-papua-7,PERSATUAN INDONESIA,Islam
calon-legislatif-dprd-provinsi-daerah-pemilihan-sulawesi-tengah-2,PARTAI GERAKAN INDONESIA RAYA,Islam
calon-legislatif-dprd-provinsi-daerah-pemilihan-sulawesi-tenggara-5,PARTAI DEMOKRASI INDONESIA PERJUANGAN,Kristen Protestan
calon-legislatif-dprd-provinsi-daerah-pemilihan-sumatera-barat-8,PARTAI GERAKAN INDONESIA RAYA,Islam
majalengka,PARTAI KEADILAN DAN PERSATUAN INDONESIA,-
calon-legislatif-dprd-provinsi-daerah-pemilihan-aceh-2,PARTAI HATI NURANI RAKYAT,-
calon-legislatif-dprd-provinsi-daerah-pemilihan-dki-jakarta-1,PERSATUAN INDONESIA,-
calon-legislatif-dprd-provinsi-daerah-pemilihan-jawa-barat-2,PARTAI PERSATUAN PEMBANGUNAN,-
calon-legislatif-dprd-provinsi-daerah-pemilihan-jawa-tengah-9,PARTAI BERKARYA,-
calon-legislatif-dprd-provinsi-daerah-pemilihan-jawa-timur-13,PARTAI SOLIDARITAS INDONESIA,-
calon-legislatif-dprd-provinsi-daerah-pemilihan-jawa-timur-3,PERSATUAN INDONESIA,-
calon-legislatif-dprd-provinsi-daerah-pemilihan-kalimantan-timur-3,PARTAI SOLIDARITAS INDONESIA,Islam
calon-legislatif-dprd-provinsi-daerah-pemilihan-nusa-tenggara-barat-4,PARTAI BULAN BINTANG,-
calon-legislatif-dprd-provinsi-daerah-pemilihan-nusa-tenggara-barat-7,PARTAI NASDEM,-
calon-legislatif-dprd-provinsi-daerah-pemilihan-nusa-tenggara-timur-3,PARTAI SOLIDARITAS INDONESIA,-
calon-legislatif-dprd-provinsi-daerah-pemilihan-sulawesi-selatan-4,PARTAI KEADILAN SEJAHTERA,-
calon-legislatif-dprd-provinsi-daerah-pemilihan-sulawesi-utara-4,PARTAI AMANAT NASIONAL,-
calon-legislatif-dprd-provinsi-daerah-pemilihan-aceh-9,PARTAI KEBANGKITAN BANGSA,Islam
calon-legislatif-dprd-provinsi-daerah-pemilihan-banten-10,PARTAI KEBANGKITAN BANGSA,Islam
calon-legislatif-dprd-provinsi-daerah-pemilihan-banten-3,PERSATUAN INDONESIA,Kristen Protestan
calon-legislatif-dprd-provinsi-daerah-pemilihan-bengkulu-1,PARTAI KEADILAN SEJAHTERA,Islam
calon-legislatif-dprd-provinsi-daerah-pemilihan-dki-jakarta-2,PARTAI DEMOKRAT,Kristen Protestan
calon-legislatif-dprd-provinsi-daerah-pemilihan-jawa-barat-14,PARTAI KEADILAN SEJAHTERA,Islam
calon-legislatif-dprd-provinsi-daerah-pemilihan-jawa-barat-3,PARTAI GERAKAN PERUBAHAN INDONESIA,Islam
calon-legislatif-dprd-provinsi-daerah-pemilihan-jawa-barat-4,PARTAI KEADILAN DAN PERSATUAN INDONESIA,Islam
calon-legislatif-dprd-provinsi-daerah-pemilihan-kalimantan-barat-3,PARTAI GOLONGAN KARYA,Islam
calon-legislatif-dprd-provinsi-daerah-pemilihan-kalimantan-selatan-2,PARTAI BULAN BINTANG,Islam
calon-legislatif-dprd-provinsi-daerah-pemilihan-lampung-4,PARTAI PERSATUAN PEMBANGUNAN,Islam
calon-legislatif-dprd-provinsi-daerah-pemilihan-nusa-tenggara-barat-4,PARTAI KEADILAN SEJAHTERA,Islam
calon-legislatif-dprd-provinsi-daerah-pemilihan-nusa-tenggara-timur-7,PARTAI DEMOKRAT,Katolik
calon-legislatif-dprd-provinsi-daerah-pemilihan-nusa-tenggara-timur-7,PARTAI GERAKAN INDONESIA RAYA,Kristen Protestan
calon-legislatif-dprd-provinsi-daerah-pemilihan-papua-3,PARTAI KEADILAN SEJAHTERA,Islam
calon-legislatif-dprd-provinsi-daerah-pemilihan-sulawesi-selatan-1,PARTAI NASDEM,Budha
calon-legislatif-dprd-provinsi-daerah-pemilihan-sulawesi-selatan-4,PARTAI NASDEM,Islam
kota-sukabumi,PARTAI DEMOKRAT,-
majalengka,PARTAI HATI NURANI RAKYAT,-
sukabumi,PARTAI GOLONGAN KARYA,-
calon-legislatif-dprd-provinsi-daerah-pemilihan-bali-9,PARTAI PERSATUAN PEMBANGUNAN,-
calon-legislatif-dprd-provinsi-daerah-pemilihan-kepulauan-riau-1,PARTAI GOLONGAN KARYA,-
calon-legislatif-dprd-provinsi-daerah-pemilihan-sulawesi-barat-3,PARTAI DEMOKRAT,-
calon-legislatif-dprd-provinsi-daerah-pemilihan-sulawesi-selatan-7,PARTAI DEMOKRASI INDONESIA PERJUANGAN,-
majalengka,PARTAI SOLIDARITAS INDONESIA,Kristen Protestan
manggarai,PARTAI BULAN BINTANG,Kristen Protestan
manggarai-barat,PARTAI DEMOKRASI INDONESIA PERJUANGAN,Katolik
sumba-barat-daya,PARTAI GOLONGAN KARYA,Islam
sumba-timur,PARTAI KEADILAN SEJAHTERA,Katolik
calon-legislatif-dprd-provinsi-daerah-pemilihan-bengkulu-5,PARTAI BULAN BINTANG,Islam
calon-legislatif-dprd-provinsi-daerah-pemilihan-dki-jakarta-7,PARTAI KEADILAN DAN PERSATUAN INDONESIA,Islam
calon-legislatif-dprd-provinsi-daerah-pemilihan-jawa-tengah-1,PARTAI AMANAT NASIONAL,Islam
calon-legislatif-dprd-provinsi-daerah-pemilihan-kalimantan-barat-5,PARTAI AMANAT NASIONAL,Islam
calon-legislatif-dprd-provinsi-daerah-pemilihan-kalimantan-barat-6,PERSATUAN INDONESIA,Islam
